link,service,city,adress,property_type,contract_type,rooms,squared_meters,buy_rent_currency,expensas_currency,buy_rent_price,expensas_price,total_price
https://departamento.mercadolibre.com.ar/MLA-1347173571-2-ambientes-suite-balcon-al-norte-pileta-parrilla-corredor-donado-saavedra-_JM#position=1&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Crisólogo Larralde Al 4400, Saavedra, Capital Federal",Crisólogo Larralde Al 4400,departamento,venta,2,44,USD,$,98900,9223,108123
https://departamento.mercadolibre.com.ar/MLA-1347010952-venta-departamento-1-ambiente-amoblado-paseo-aldrey-guemes-mar-del-plata-_JM#position=2&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Gascon Al 1600, Terminal Vieja, Mar Del Plata, Bs.as. Costa Atlántica",Gascon Al 1600,departamento,venta,1,27,USD,$,47000,9500,56500
https://departamento.mercadolibre.com.ar/MLA-1347387234-departamento-3-ambientes-balcon-frente-av-triunvirato-3000-_JM#position=3&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Av. Triunvirato 3000, Villa Ortúzar, Capital Federal",Av. Triunvirato 3000,departamento,venta,3,58,USD,$,99000,17300,116300
https://departamento.mercadolibre.com.ar/MLA-1347270519-venta-departamento-de-2-ambientes-con-balcon-frances-plaza-colon-mar-del-plata-_JM#position=4&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Bolivar Al 2100, Plaza Colón, Mar Del Plata, Bs.as. Costa Atlántica",Bolivar Al 2100,departamento,venta,2,40,USD,$,77900,20000,97900
https://departamento.mercadolibre.com.ar/MLA-1347537064-tour-virtual-departamento-en-venta-2-ambientes-en-duplex-con-vista-panoramica-centro-mar-del-plata-_JM#position=5&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"San Luis Al 1800, Centro, Mar Del Plata, Bs.as. Costa Atlántica",San Luis Al 1800,departamento,venta,2,40,USD,$,65900,7000,72900
https://departamento.mercadolibre.com.ar/MLA-1347078934-vendo-departamento-en-el-centro-de-cordoba-a-metros-de-plaza-colon-_JM#position=6&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Avellaneda Al 300, Centro, Córdoba",Avellaneda Al 300,departamento,venta,2,36,USD,$,37500,4500,42000
https://departamento.mercadolibre.com.ar/MLA-1348108608-departamento-saavedra-3-ambientes-terraza-patio-parrilla-pileta-solarium-deck-_JM#position=7&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Crisólogo Larralde Al 4400, Saavedra, Capital Federal",Crisólogo Larralde Al 4400,departamento,venta,3,57,USD,$,149000,19300,168300
https://departamento.mercadolibre.com.ar/MLA-1346436928-espectacular-piso-alto-en-edificio-aisenson-en-venta-en-lo-mejor-de-belgrano--_JM#position=8&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Villanueva Al 1300, Belgrano, Capital Federal",Villanueva Al 1300,departamento,venta,5,263,USD,$,948000,150000,1098000
https://departamento.mercadolibre.com.ar/MLA-1346838185-departamento-3-ambientes-balcon-reciclado-villa-crespo-_JM#position=9&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Av. Corrientes Al 5900, Villa Crespo, Capital Federal",Av. Corrientes Al 5900,departamento,venta,3,45,USD,$,105000,15000,120000
https://departamento.mercadolibre.com.ar/MLA-1347537551-edificio-colegiales-_JM#position=10&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Colegiales, Capital Federal",Colegiales,departamento,venta,1,26,USD,$,76100,0,76100
https://departamento.mercadolibre.com.ar/MLA-1346433617-departamento-en-venta-1-ambiente-reciclado-centro-mar-del-plata-_JM#position=11&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Bolivar Al 2600, Centro, Mar Del Plata, Bs.as. Costa Atlántica",Bolivar Al 2600,departamento,venta,1,24,USD,$,44000,6200,50200
https://departamento.mercadolibre.com.ar/MLA-1346874068-tour-virtual-departamento-1-ambiente-con-balcon-y-cochera-centro-mar-del-plata-_JM#position=12&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Colon Al 2300, Centro, Mar Del Plata, Bs.as. Costa Atlántica",Colon Al 2300,departamento,venta,1,27,USD,$,59900,7000,66900
https://departamento.mercadolibre.com.ar/MLA-1347395917-monoambiente-divisible-50m2-con-balcon-terraza-en-palermo-apto-profesional-_JM#position=13&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Bonpland 1400, Palermo, Capital Federal",Bonpland 1400,departamento,venta,1,39,USD,$,99000,9000,108000
https://departamento.mercadolibre.com.ar/MLA-1346886765-departamento-en-venta-1-ambiente-amoblado-centro-mar-del-plata-_JM#position=14&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"San Martin Al 2300, Centro, Mar Del Plata, Bs.as. Costa Atlántica",San Martin Al 2300,departamento,venta,1,22,USD,$,37900,0,37900
https://departamento.mercadolibre.com.ar/MLA-1348003734-reservado-departamento-en-venta-3-ambientes-con-amplia-cocina-y-bano-de-servicio-torreon-mdp-_JM#position=15&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"* Colon Al 1500, Torreón, Mar Del Plata, Bs.as. Costa Atlántica",* Colon Al 1500,departamento,venta,3,67,USD,$,129900,0,129900
https://departamento.mercadolibre.com.ar/MLA-1349081348-2-ambientes-en-piso-alto-en-la-mejor-zona-de-wilde-av-mitre-6505-_JM#position=16&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Mitre Al 6500, Wilde, Avellaneda, Bs.as. G.b.a. Sur",Mitre Al 6500,departamento,venta,2,35,USD,$,34900,8999,43899
https://departamento.mercadolibre.com.ar/MLA-1346312791-retasadoexcelente-3-amb-superluminoso-cfte-a-pulmon-en-venta-en-belgrano-bajas-expensas-_JM#position=17&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Moldes Al 2200, Belgrano, Capital Federal",Moldes Al 2200,departamento,venta,3,50,USD,$,135000,12500,147500
https://departamento.mercadolibre.com.ar/MLA-1346867660-tour-virtual-departamento-en-venta-2-ambientes-con-balcon-a-metros-del-mar-centro-mar-del-plata-_JM#position=18&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Corrientes Al 1500, Centro, Mar Del Plata, Bs.as. Costa Atlántica",Corrientes Al 1500,departamento,venta,2,44,USD,$,77500,0,77500
https://departamento.mercadolibre.com.ar/MLA-1347872074-ph-en-venta-4-ambientes-en-villa-urquiza-con-terraza-_JM#position=19&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Mendoza 4900, Capital Federal, Argentina, Villa Urquiza, Capital Federal",Mendoza 4900,departamento,venta,4,86,USD,$,165000,0,165000
https://departamento.mercadolibre.com.ar/MLA-1347738325-venta-departamento-de-1-dormitorio-abasto-rosario-_JM#position=20&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Corrientes Al 2200, Abasto, Rosario, Santa Fe",Corrientes Al 2200,departamento,venta,2,30,USD,$,55000,0,55000
https://departamento.mercadolibre.com.ar/MLA-1347141949-depto-7-amb-en-venta-en-palermo-chico-con-cochera-_JM#position=21&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Av. Figueroa Alcorta 3500, Palermo Chico, Capital Federal",Av. Figueroa Alcorta 3500,departamento,venta,7,260,USD,$,1100000,0,1100000
https://departamento.mercadolibre.com.ar/MLA-1347901691-departamento-en-venta-moron-un-ambiente-con-balcon-excelente-proyecto-_JM#position=22&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Boatti 974 6ºc, Morón, Bs.as. G.b.a. Oeste",Boatti 974 6ºc,departamento,venta,1,28,USD,$,44490,0,44490
https://departamento.mercadolibre.com.ar/MLA-1348107111-unico-2-ambientes-totalmente-refaccionado-_JM#position=23&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Gurruchaga Al 2300, Palermo, Capital Federal",Gurruchaga Al 2300,departamento,venta,2,36,USD,$,90000,8500,98500
https://departamento.mercadolibre.com.ar/MLA-1346679746-reservado-departamento-en-venta-3-ambientes-con-balcon-a-metros-del-mar-torreon-mar-del-plata-_JM#position=24&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"* Alsina Al 2100, Torreón, Mar Del Plata, Bs.as. Costa Atlántica",* Alsina Al 2100,departamento,venta,3,58,USD,$,102000,11600,113600
https://departamento.mercadolibre.com.ar/MLA-1347275140-tour-virtual-departamento-en-venta-2-ambientes-contrafrente-centro-mar-del-plata-_JM#position=25&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Corrientes Al 1600, Centro, Mar Del Plata, Bs.as. Costa Atlántica",Corrientes Al 1600,departamento,venta,2,33,USD,$,43500,9900,53400
https://departamento.mercadolibre.com.ar/MLA-1348137392-venta-duplex-4-ambientes-con-balcon-parrilla-y-terraza-en-caballito-_JM#position=26&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Planes 1120. 3 A.  Duplex, Caballito, Capital Federal",Planes 1120. 3 A.  Duplex,departamento,venta,4,111,USD,$,360000,0,360000
https://departamento.mercadolibre.com.ar/MLA-1347345191-edificio-moron-sur-_JM#position=27&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Morón, Bs.as. G.b.a. Oeste",Morón,departamento,venta,3,76,USD,$,90300,0,90300
https://departamento.mercadolibre.com.ar/MLA-1348146325-hermoso-3-ambientes-con-balcon-de-6-anos-de-antiguedadedificio-con-amenities-_JM#position=28&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Franklin Al 2400, Flores, Capital Federal",Franklin Al 2400,departamento,venta,3,57,USD,$,114000,10000,124000
https://departamento.mercadolibre.com.ar/MLA-1350845327-lainez-1346-haedo-_JM#position=29&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Haedo, Morón, Bs.as. G.b.a. Oeste",Haedo,departamento,venta,1,32,USD,$,43500,0,43500
https://departamento.mercadolibre.com.ar/MLA-1347394823-reservado-venta-departamento-3-ambientes-con-balcon-frances-y-vista-abierta-centro-mar-del-plata-_JM#position=30&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"* Cordoba Al 1700, Centro, Mar Del Plata, Bs.as. Costa Atlántica",* Cordoba Al 1700,departamento,venta,3,47,USD,$,78900,13000,91900
https://departamento.mercadolibre.com.ar/MLA-1349058064-departamento-2-amb-de-categoria-sobre-av-pedro-goyena-2-patios-todo-sol-impecable-_JM#position=31&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Pedro Goyena  Al 400, Caballito, Capital Federal",Pedro Goyena  Al 400,departamento,venta,2,50,USD,$,155000,20000,175000
https://departamento.mercadolibre.com.ar/MLA-1346979253-vendo-departamento-premiun-en-villa-carlos-paz-_JM#position=32&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"José Hernández 110, X5152 Villa Carlos Paz, Córdoba, Argentina, Centro, Villa Carlos Paz, Córdoba",José Hernández 110,departamento,venta,3,50,USD,$,85000,20000,105000
https://departamento.mercadolibre.com.ar/MLA-1347395914-paternal-monoambiente-28m2-apto-blanqueo-consultar-por-financiacion--_JM#position=33&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Av. San Martin  3200, Paternal, Capital Federal",Av. San Martin  3200,departamento,venta,1,28,USD,$,51000,0,51000
https://departamento.mercadolibre.com.ar/MLA-1347369813-departamento-de-dos-ambientes-en-venta-moron-entrega-inmediata-_JM#position=34&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Abel Costa 300 2ºd, Morón, Bs.as. G.b.a. Oeste",Abel Costa 300 2ºd,departamento,venta,2,39,USD,$,52000,0,52000
https://departamento.mercadolibre.com.ar/MLA-1347394934-departamento-en-venta-1-ambiente-contrafrente-la-perla-centro-mar-del-plata-_JM#position=35&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Rioja Al 1500, La Perla, Mar Del Plata, Bs.as. Costa Atlántica",Rioja Al 1500,departamento,venta,1,30,USD,$,38900,0,38900
https://departamento.mercadolibre.com.ar/MLA-1349432964-retasado-departamento-en-venta-playa-varese-maral-39-_JM#position=36&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Boulevard Maritimo Al 3600, Varese, Mar Del Plata, Bs.as. Costa Atlántica",Boulevard Maritimo Al 3600,departamento,venta,2,45,USD,$,174900,18000,192900
https://departamento.mercadolibre.com.ar/MLA-1346679848-departamento-en-venta-1-ambiente-y-medio-con-balcon-saliente-plaza-colon-mar-del-plata-_JM#position=37&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Gascon Al 2000, Plaza Colón, Mar Del Plata, Bs.as. Costa Atlántica",Gascon Al 2000,departamento,venta,1,34,USD,$,47000,11000,58000
https://departamento.mercadolibre.com.ar/MLA-1346867349-departamento-en-venta-2-ambientes-reciclado-plaza-colon-mar-del-plata-_JM#position=38&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Buenos Aires Al 2300, Plaza Colón, Mar Del Plata, Bs.as. Costa Atlántica",Buenos Aires Al 2300,departamento,venta,2,37,USD,$,65900,12000,77900
https://departamento.mercadolibre.com.ar/MLA-1347527207-le-parc-3-dorm-con-dep-2-cocheras-amenities-amueblado-vta-y-alq-_JM#position=39&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Figueroa Alcorta 3200, Palermo Chico, Capital Federal",Figueroa Alcorta 3200,departamento,venta,4,200,USD,$,2050000,180000,2230000
https://departamento.mercadolibre.com.ar/MLA-1347739536-departamento-centro-3-dormitorios-balcon-_JM#position=40&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Pte. Roca Al 400, Centro, Rosario, Santa Fe",Pte. Roca Al 400,departamento,venta,4,68,USD,$,84000,0,84000
https://departamento.mercadolibre.com.ar/MLA-1347614998-departamento-2-ambientes-con-2-patios-en-belgrano-nunez-_JM#position=41&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Av. Cabildo   3100, Belgrano, Capital Federal",Av. Cabildo   3100,departamento,venta,2,39,USD,$,75000,15000,90000
https://departamento.mercadolibre.com.ar/MLA-1349467810-tour-virtual-venta-departamento-de-3-ambientes-con-cochera-paseo-aldrey-mar-del-plata-_JM#position=42&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Arenales Al 2900, Terminal Vieja, Mar Del Plata, Bs.as. Costa Atlántica",Arenales Al 2900,departamento,venta,3,68,USD,$,108000,0,108000
https://departamento.mercadolibre.com.ar/MLA-1347985107-venta-3-ambientes-reciclado-lanus-oeste-_JM#position=43&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Hipólito Yrigoyen Al 4900, Lanús Oeste, Lanús, Bs.as. G.b.a. Sur",Hipólito Yrigoyen Al 4900,departamento,venta,3,55,USD,$,73000,15000,88000
https://departamento.mercadolibre.com.ar/MLA-1347369928-nuevo-precio-departamento-2-ambientes-en-san-telmo-en-venta-_JM#position=44&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Cochabamba  400, San Telmo, Capital Federal",Cochabamba  400,departamento,venta,2,35,USD,$,46000,14000,60000
https://departamento.mercadolibre.com.ar/MLA-1347344196-departamento-en-venta-en-city-bell-up-cantilo-cantilo-e17y19-piso-1-depto7-_JM#position=45&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"473 1200, City Bell, La Plata, Bs.as. G.b.a. Sur",473 1200,departamento,venta,2,57,USD,$,148500,1,148501
https://departamento.mercadolibre.com.ar/MLA-1348144767-venta-departamento-4-ambientes-balcon-belgrano-_JM#position=46&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Olazabal Al 3300, Belgrano, Capital Federal",Olazabal Al 3300,departamento,venta,4,91,USD,$,277500,18000,295500
https://departamento.mercadolibre.com.ar/MLA-1348133460-departamento-de-2-dormitorios-en-venta-fisherton-rosario-ayres-de-fisherton-_JM#position=47&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Ayres De Fisherton - Juárez Celman Al 600, Fisherton, Rosario, Santa Fe",Ayres De Fisherton - Juárez Celman Al 600,departamento,venta,4,67,USD,$,128400,0,128400
https://departamento.mercadolibre.com.ar/MLA-1348107351-chacabuco-y-bv-illia-impecable-y-moderno-depto-de-dos-dormitorios-con-escritura-_JM#position=48&search_layout=grid&type=item&tracking_id=39b2c73e-ac31-4245-8a60-33d3e92e239b,mercado_libre,"Chacabuco Y Bv. Illia Impecable Y Moderno Depto. De Dos Dormitorios Con Escritura, Nueva Córdoba, Córdoba",Chacabuco Y Bv. Illia Impecable Y Moderno Depto. De Dos Dormitorios Con Escritura,departamento,venta,3,53,USD,$,89000,14000,103000
https://departamento.mercadolibre.com.ar/MLA-1346461694-venta-departamento-nunez-3-ambientes-con-dependencia-y-cochera-_JM#position=1&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Cuba 2800, Núñez, Capital Federal",Cuba 2800,departamento,venta,3,85,USD,$,249000,29000,278000
https://departamento.mercadolibre.com.ar/MLA-1348109416-impecable-4-ambientes-con-balcon-al-frente-_JM#position=2&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Aguilar Al 2600, Belgrano, Capital Federal",Aguilar Al 2600,departamento,venta,4,59,USD,$,165000,22200,187200
https://departamento.mercadolibre.com.ar/MLA-1349442163-departamento-en-venta-3-ambientes-con-tres-balcones-totalmente-reciclado-centro-mar-del-plata-_JM#position=3&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Santa Fe Al 1600, Centro, Mar Del Plata, Bs.as. Costa Atlántica",Santa Fe Al 1600,departamento,venta,3,75,USD,$,125900,19000,144900
https://departamento.mercadolibre.com.ar/MLA-1346867671-reservado-departamento-en-venta-1-ambiente-con-balcon-saliente-plaza-mitre-mar-del-plata-_JM#position=4&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"* Cordoba Al 2100, Plaza Mitre, Mar Del Plata, Bs.as. Costa Atlántica",* Cordoba Al 2100,departamento,venta,1,27,USD,$,51900,6000,57900
https://departamento.mercadolibre.com.ar/MLA-1348119810-hermoso-monoambiente-al-frente-con-balcon-a-estrenar-_JM#position=5&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Franklin Al 1800, Flores, Capital Federal",Franklin Al 1800,departamento,venta,1,31,USD,$,65000,0,65000
https://departamento.mercadolibre.com.ar/MLA-1348116713-departamento-la-plata-_JM#position=6&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Calle 16 896 (entre 49 Y 50) P6 Da, La Plata, Bs.as. G.b.a. Sur",Calle 16 896 (entre 49 Y 50) P6 Da,departamento,venta,3,52,USD,$,58000,0,58000
https://departamento.mercadolibre.com.ar/MLA-1349397069-tour-virtual-departamento-en-venta-3-ambientes-con-balcon-saliente-plaza-colon-mar-del-plata-_JM#position=7&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Moreno Al 2100, Centro, Mar Del Plata, Bs.as. Costa Atlántica",Moreno Al 2100,departamento,venta,3,72,USD,$,122900,0,122900
https://departamento.mercadolibre.com.ar/MLA-1349078133-venta-depto-3-ambientes-suite-patio-quincho-parrilla-con-cochera-v-del-parque-_JM#position=8&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Nazarre 3643, Villa Del Parque, Capital Federal",Nazarre 3643,departamento,venta,3,105,USD,$,199000,8000,207000
https://departamento.mercadolibre.com.ar/MLA-1347369933-departamento-en-venta-con-balcon-y-cochera-en-villa-gesell-_JM#position=9&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Avenida 3 Entre  Calle 117 Y 118, Villa Gesell, Bs.as. Costa Atlántica",Avenida 3 Entre  Calle 117 Y 118,departamento,venta,2,35,USD,$,75000,1,75001
https://departamento.mercadolibre.com.ar/MLA-1347395916-2-ambientes-a-estrenar-con-terraza-en-barracas-_JM#position=10&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Ruy Diaz De Guzman   300 3°, Barracas, Capital Federal",Ruy Diaz De Guzman   300 3°,departamento,venta,2,46,USD,$,96000,33000,129000
https://departamento.mercadolibre.com.ar/MLA-1349059241-retasado-vista-a-plaza-vicente-lopez-reciclado-5-ambientes-recoleta-_JM#position=11&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Montevideo Al 1300, Recoleta, Capital Federal",Montevideo Al 1300,departamento,venta,5,164,USD,$,595000,36261,631261
https://departamento.mercadolibre.com.ar/MLA-1351159675-venta-departamento-2-ambientes-caballito-reciclado-a-nuevo-_JM#position=12&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Formosa 500, Buenos Aires, Caba, Argentina, Caballito, Capital Federal",Formosa 500,departamento,venta,2,34,USD,$,59000,10000,69000
https://departamento.mercadolibre.com.ar/MLA-1346621532-reservado-departamento-en-venta-2-ambientes-al-contra-frente-paseo-aldrey-mar-del-plata-_JM#position=13&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"* Garay Al 1500, Terminal Vieja, Mar Del Plata, Bs.as. Costa Atlántica",* Garay Al 1500,departamento,venta,2,36,USD,$,53900,8000,61900
https://departamento.mercadolibre.com.ar/MLA-1349071288-3-amb-c-toilette-subte-d-_JM#position=14&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Amenábar Al 1800, Belgrano, Capital Federal",Amenábar Al 1800,departamento,venta,3,80,USD,$,170000,35000,205000
https://departamento.mercadolibre.com.ar/MLA-1349071272-departamento-city-bell-_JM#position=15&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"City Bell Chico 2b, City Bell, La Plata, Bs.as. G.b.a. Sur",City Bell Chico 2b,departamento,venta,3,80,USD,$,260000,0,260000
https://departamento.mercadolibre.com.ar/MLA-1347274979-venta-departamento-de-1-ambiente-con-balcon-saliente-a-metros-de-av-constitucion-mar-del-plata-_JM#position=16&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Valencia Al 4100, Constitución, Mar Del Plata, Bs.as. Costa Atlántica",Valencia Al 4100,departamento,venta,1,30,USD,$,58000,0,58000
https://departamento.mercadolibre.com.ar/MLA-1346867378-venta-semipiso-de-2-ambientes-con-cochera-y-baulera-edificio-delfi-xi-guemes-mar-del-plata-_JM#position=17&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Roca Al 1700, Güemes, Mar Del Plata, Bs.as. Costa Atlántica",Roca Al 1700,departamento,venta,2,73,USD,$,169000,14000,183000
https://departamento.mercadolibre.com.ar/MLA-1347895604-semipiso-frente-terraza-y-quincho-con-vista-abierta-berazategui-_JM#position=18&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Calle 148 Al 800, Berazategui, Bs.as. G.b.a. Sur",Calle 148 Al 800,departamento,venta,3,150,USD,$,180000,10000,190000
https://departamento.mercadolibre.com.ar/MLA-1347343754-tour-virtual-departamento-venta-1-ambiente-externo-plaza-colon-mar-del-plata-_JM#position=19&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Colon Al 1900, Plaza Colón, Mar Del Plata, Bs.as. Costa Atlántica",Colon Al 1900,departamento,venta,1,27,USD,$,45000,7500,52500
https://departamento.mercadolibre.com.ar/MLA-1348120717-departamento-en-venta-3-ambientes-zona-varese-mar-del-pla-_JM#position=20&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Brown  Al 800. Entre Lavalle  Y Paunero, Mar Del Plata, Bs.as. Costa Atlántica",Brown  Al 800. Entre Lavalle  Y Paunero,departamento,venta,3,73,USD,$,180000,0,180000
https://departamento.mercadolibre.com.ar/MLA-1351405024-venta-departamento-4-ambientes-cochera-dependencia-baulera-belgrano-_JM#position=21&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Blanco Encalada Al 3012, Belgrano, Capital Federal",Blanco Encalada Al 3012,departamento,venta,4,166,USD,$,236000,0,236000
https://departamento.mercadolibre.com.ar/MLA-1348087634-excelente-3-ambientes-con-escritorio-y-patio-_JM#position=22&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Emilio Lamarca Al 200, Floresta, Capital Federal",Emilio Lamarca Al 200,departamento,venta,3,61,USD,$,110000,1500,111500
https://departamento.mercadolibre.com.ar/MLA-1347286992-tour-virtual-departamento-venta-3-ambientes-con-balcon-saliente-plaza-colon-mar-del-plata-_JM#position=23&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Colon Al 2100, Plaza Colón, Mar Del Plata, Bs.as. Costa Atlántica",Colon Al 2100,departamento,venta,3,70,USD,$,119900,0,119900
https://departamento.mercadolibre.com.ar/MLA-1348124632-departamento-la-plata-_JM#position=24&search_layout=grid&type=item&tracking_id=e32305f0-595c-43f2-a819-c1120b563537,mercado_libre,"Calle 21 1128 (entre 55 Y 56) P1 Db, La Plata, Bs.as. G.b.a. Sur",Calle 21 1128 (entre 55 Y 56) P1 Db,departamento,venta,3,65,USD,$,98000,0,98000
